,train,test,marginals,# iter.
14,4.769999980926514,8.539999961853027,normal,1500.0
15,5.989999771118164,8.4399995803833,normal,1600.0
16,11.40999984741211,8.25,normal,1700.0
17,5.039999961853027,7.889999866485596,normal,1800.0
18,4.659999847412109,7.78000020980835,normal,1900.0
19,22.3700008392334,7.53000020980835,normal,2000.0
20,7.610000133514404,8.0,normal,2100.0
21,4.590000152587891,7.239999771118164,normal,2200.0
22,11.039999961853027,6.96999979019165,normal,2300.0
23,4.550000190734863,6.849999904632568,normal,2400.0
24,5.559999942779541,7.130000114440918,normal,2500.0
0,5.679999828338623,8.550000190734863,normal,100.0
1,5.21999979019165,7.239999771118164,normal,200.0
2,5.730000019073486,5.510000228881836,normal,300.0
3,8.020000457763672,5.239999771118164,normal,400.0
4,6.840000152587891,5.079999923706055,normal,500.0
5,6.369999885559082,4.989999771118164,normal,600.0
6,4.260000228881836,4.860000133514404,normal,700.0
7,4.650000095367432,4.78000020980835,normal,800.0
8,4.849999904632568,4.71999979019165,normal,900.0
9,4.210000038146973,4.659999847412109,normal,1000.0
10,4.260000228881836,4.599999904632568,normal,1100.0
11,5.070000171661377,4.570000171661377,normal,1200.0
12,4.179999828338623,4.519999980926514,normal,1300.0
13,5.960000038146973,4.480000019073486,normal,1400.0
14,4.059999942779541,4.440000057220459,normal,1500.0
15,4.960000038146973,4.389999866485596,normal,1600.0
16,4.0,4.349999904632568,normal,1700.0
17,4.639999866485596,4.320000171661377,normal,1800.0
18,4.039999961853027,4.28000020980835,normal,1900.0
19,3.8499999046325684,4.239999771118164,normal,2000.0
20,4.239999771118164,4.210000038146973,normal,2100.0
21,4.159999847412109,4.170000076293945,normal,2200.0
22,3.9600000381469727,4.139999866485596,normal,2300.0
23,4.059999942779541,4.110000133514404,normal,2400.0
24,3.7899999618530273,4.079999923706055,normal,2500.0
0,6.440000057220459,7.400000095367432,normal,100.0
1,9.510000228881836,5.550000190734863,normal,200.0
2,4.329999923706055,4.599999904632568,normal,300.0
3,3.700000047683716,4.099999904632568,normal,400.0
4,4.079999923706055,3.9100000858306885,normal,500.0
5,3.569999933242798,3.809999942779541,normal,600.0
6,3.950000047683716,3.7200000286102295,normal,700.0
7,3.640000104904175,3.680000066757202,normal,800.0
8,3.450000047683716,3.6600000858306885,normal,900.0
9,3.809999942779541,3.640000104904175,normal,1000.0
10,3.5999999046325684,3.619999885559082,normal,1100.0
11,3.5399999618530273,3.619999885559082,normal,1200.0
12,3.609999895095825,3.609999895095825,normal,1300.0
13,3.559999942779541,3.5999999046325684,normal,1400.0
14,3.940000057220459,3.5899999141693115,normal,1500.0
15,4.699999809265137,3.5899999141693115,normal,1600.0
16,3.359999895095825,3.5899999141693115,normal,1700.0
17,3.4800000190734863,3.5799999237060547,normal,1800.0
18,3.4200000762939453,3.569999933242798,normal,1900.0
19,3.5299999713897705,3.5799999237060547,normal,2000.0
20,3.640000104904175,3.569999933242798,normal,2100.0
21,3.740000009536743,3.569999933242798,normal,2200.0
22,4.300000190734863,3.559999942779541,normal,2300.0
23,3.630000114440918,3.549999952316284,normal,2400.0
24,3.299999952316284,3.5399999618530273,normal,2500.0
0,32.040000915527344,68.37999725341797,normal,100.0
1,6.610000133514404,40.099998474121094,normal,200.0
2,4.820000171661377,35.90999984741211,normal,300.0
3,5.059999942779541,25.6299991607666,normal,400.0
4,4.590000152587891,25.389999389648438,normal,500.0
5,15.699999809265137,22.059999465942383,normal,600.0
6,4.130000114440918,19.850000381469727,normal,700.0
7,5.559999942779541,17.170000076293945,normal,800.0
8,6.550000190734863,17.079999923706055,normal,900.0
9,7.480000019073486,15.720000267028809,normal,1000.0
10,3.950000047683716,14.119999885559082,normal,1100.0
11,3.809999942779541,12.0,normal,1200.0
12,3.7100000381469727,11.8100004196167,normal,1300.0
13,10.359999656677246,10.680000305175781,normal,1400.0
14,3.7899999618530273,9.90999984741211,normal,1500.0
15,3.6600000858306885,9.430000305175781,normal,1600.0
16,20.649999618530273,9.050000190734863,normal,1700.0
17,3.549999952316284,8.050000190734863,normal,1800.0
18,3.680000066757202,7.699999809265137,normal,1900.0
19,4.0,7.449999809265137,normal,2000.0
20,9.199999809265137,7.050000190734863,normal,2100.0
21,5.010000228881836,6.880000114440918,normal,2200.0
22,3.950000047683716,6.599999904632568,normal,2300.0
23,3.700000047683716,6.320000171661377,normal,2400.0
24,3.390000104904175,6.28000020980835,normal,2500.0
0,,,normal,
0,,,normal,
0,5.71999979019165,33.45000076293945,normal,100.0
1,4.880000114440918,24.770000457763672,normal,200.0
2,5.510000228881836,20.190000534057617,normal,300.0
3,3.9100000858306885,19.809999465942383,normal,400.0
4,4.880000114440918,13.949999809265137,normal,500.0
5,3.559999942779541,12.579999923706055,normal,600.0
6,3.9000000953674316,11.699999809265137,normal,700.0
7,5.25,11.479999542236328,normal,800.0
8,17.610000610351562,11.369999885559082,normal,900.0
9,3.799999952316284,11.300000190734863,normal,1000.0
10,3.9200000762939453,11.229999542236328,normal,1100.0
11,88.6500015258789,11.100000381469727,normal,1200.0
12,11.449999809265137,10.050000190734863,normal,1300.0
13,3.740000009536743,8.029999732971191,normal,1400.0
14,3.740000009536743,7.880000114440918,normal,1500.0
15,4.610000133514404,7.389999866485596,normal,1600.0
16,3.450000047683716,7.28000020980835,normal,1700.0
17,3.7100000381469727,7.110000133514404,normal,1800.0
18,7.28000020980835,6.929999828338623,normal,1900.0
19,5.909999847412109,6.860000133514404,normal,2000.0
20,12.569999694824219,6.659999847412109,normal,2100.0
21,3.950000047683716,6.579999923706055,normal,2200.0
22,10.0,6.5,normal,2300.0
23,3.569999933242798,6.349999904632568,normal,2400.0
24,3.5199999809265137,6.269999980926514,normal,2500.0
0,5.150000095367432,5.78000020980835,normal,100.0
1,4.610000133514404,5.46999979019165,normal,200.0
2,4.630000114440918,5.139999866485596,normal,300.0
3,4.739999771118164,5.0,normal,400.0
4,4.460000038146973,4.840000152587891,normal,500.0
5,4.429999828338623,4.699999809265137,normal,600.0
6,4.070000171661377,4.570000171661377,normal,700.0
7,7.320000171661377,4.449999809265137,normal,800.0
8,4.25,4.349999904632568,normal,900.0
9,3.890000104904175,4.260000228881836,normal,1000.0
10,4.349999904632568,4.179999828338623,normal,1100.0
11,4.409999847412109,4.099999904632568,normal,1200.0
12,4.659999847412109,4.050000190734863,normal,1300.0
13,4.099999904632568,3.990000009536743,normal,1400.0
14,3.7300000190734863,3.940000057220459,normal,1500.0
15,3.9700000286102295,3.9100000858306885,normal,1600.0
16,3.890000104904175,3.890000104904175,normal,1700.0
17,3.7899999618530273,3.869999885559082,normal,1800.0
18,3.759999990463257,3.8499999046325684,normal,1900.0
19,3.8399999141693115,3.8499999046325684,normal,2000.0
20,5.159999847412109,3.8299999237060547,normal,2100.0
21,4.389999866485596,3.819999933242798,normal,2200.0
22,3.630000114440918,3.809999942779541,normal,2300.0
23,4.019999980926514,3.799999952316284,normal,2400.0
24,3.6500000953674316,3.7899999618530273,normal,2500.0
0,5.880000114440918,130.4499969482422,normal,100.0
1,5.829999923706055,60.58000183105469,normal,200.0
2,5.789999961853027,15.579999923706055,normal,300.0
3,5.860000133514404,13.239999771118164,normal,400.0
4,5.760000228881836,9.25,normal,500.0
5,6.909999847412109,8.130000114440918,normal,600.0
6,5.619999885559082,6.730000019073486,normal,700.0
7,5.380000114440918,6.340000152587891,normal,800.0
8,5.46999979019165,5.53000020980835,normal,900.0
9,4.900000095367432,5.269999980926514,normal,1000.0
10,4.71999979019165,5.050000190734863,normal,1100.0
11,4.75,4.960000038146973,normal,1200.0
12,4.559999942779541,4.889999866485596,normal,1300.0
13,4.860000133514404,4.829999923706055,normal,1400.0
14,4.53000020980835,4.769999980926514,normal,1500.0
15,5.099999904632568,4.71999979019165,normal,1600.0
16,4.179999828338623,4.679999828338623,normal,1700.0
17,4.28000020980835,4.630000114440918,normal,1800.0
18,4.829999923706055,4.590000152587891,normal,1900.0
19,4.309999942779541,4.550000190734863,normal,2000.0
20,4.139999866485596,4.5,normal,2100.0
21,4.239999771118164,4.46999979019165,normal,2200.0
22,4.730000019073486,4.420000076293945,normal,2300.0
23,4.449999809265137,4.380000114440918,normal,2400.0
24,4.309999942779541,4.340000152587891,normal,2500.0
0,4.860000133514404,5.360000133514404,normal,100.0
1,4.900000095367432,4.909999847412109,normal,200.0
2,4.460000038146973,4.71999979019165,normal,300.0
3,5.690000057220459,4.630000114440918,normal,400.0
4,5.019999980926514,4.550000190734863,normal,500.0
5,4.789999961853027,4.5,normal,600.0
6,4.320000171661377,4.440000057220459,normal,700.0
7,4.369999885559082,4.389999866485596,normal,800.0
8,5.400000095367432,4.329999923706055,normal,900.0
9,4.369999885559082,4.269999980926514,normal,1000.0
10,4.070000171661377,4.199999809265137,normal,1100.0
11,3.819999933242798,4.139999866485596,normal,1200.0
12,4.039999961853027,4.059999942779541,normal,1300.0
13,4.400000095367432,3.9800000190734863,normal,1400.0
14,3.9700000286102295,3.890000104904175,normal,1500.0
15,3.640000104904175,3.819999933242798,normal,1600.0
16,3.609999895095825,3.7799999713897705,normal,1700.0
17,4.190000057220459,3.75,normal,1800.0
18,3.6700000762939453,3.7300000190734863,normal,1900.0
19,3.6700000762939453,3.680000066757202,normal,2000.0
20,3.4800000190734863,3.6500000953674316,normal,2100.0
21,3.3299999237060547,3.619999885559082,normal,2200.0
22,3.700000047683716,3.5899999141693115,normal,2300.0
23,3.809999942779541,3.559999942779541,normal,2400.0
24,3.8299999237060547,3.5399999618530273,normal,2500.0
0,5.860000133514404,11.869999885559082,normal,100.0
1,5.110000133514404,6.670000076293945,normal,200.0
2,5.03000020980835,6.079999923706055,normal,300.0
3,4.710000038146973,5.559999942779541,normal,400.0
4,4.699999809265137,5.409999847412109,normal,500.0
5,4.78000020980835,5.28000020980835,normal,600.0
6,4.429999828338623,5.190000057220459,normal,700.0
7,4.510000228881836,5.070000171661377,normal,800.0
8,4.53000020980835,4.860000133514404,normal,900.0
9,9.65999984741211,4.670000076293945,normal,1000.0
10,3.9200000762939453,4.53000020980835,normal,1100.0
11,4.25,4.429999828338623,normal,1200.0
12,5.409999847412109,4.369999885559082,normal,1300.0
13,3.9000000953674316,4.329999923706055,normal,1400.0
14,3.930000066757202,4.179999828338623,normal,1500.0
15,3.609999895095825,4.079999923706055,normal,1600.0
16,3.6500000953674316,4.03000020980835,normal,1700.0
17,4.869999885559082,3.930000066757202,normal,1800.0
18,3.4000000953674316,3.8499999046325684,normal,1900.0
19,3.490000009536743,3.7699999809265137,normal,2000.0
20,3.700000047683716,3.7100000381469727,normal,2100.0
21,5.360000133514404,3.6600000858306885,normal,2200.0
22,3.7200000286102295,3.619999885559082,normal,2300.0
23,3.7300000190734863,3.5899999141693115,normal,2400.0
24,3.3399999141693115,3.559999942779541,normal,2500.0
0,4.800000190734863,71.93000030517578,normal,100.0
1,4.420000076293945,41.349998474121094,normal,200.0
2,4.090000152587891,6.199999809265137,normal,300.0
3,5.550000190734863,5.150000095367432,normal,400.0
4,4.489999771118164,5.070000171661377,normal,500.0
5,3.5199999809265137,4.550000190734863,normal,600.0
6,3.859999895095825,3.9700000286102295,normal,700.0
7,4.579999923706055,3.809999942779541,normal,800.0
8,3.759999990463257,3.740000009536743,normal,900.0
9,3.880000114440918,3.700000047683716,normal,1000.0
10,3.5299999713897705,3.6500000953674316,normal,1100.0
11,3.4800000190734863,3.619999885559082,normal,1200.0
12,3.619999885559082,3.5999999046325684,normal,1300.0
13,3.8299999237060547,3.5799999237060547,normal,1400.0
14,3.2699999809265137,3.569999933242798,normal,1500.0
15,3.4100000858306885,3.5799999237060547,normal,1600.0
16,3.259999990463257,3.5799999237060547,normal,1700.0
17,3.5899999141693115,3.5899999141693115,normal,1800.0
18,3.2799999713897705,3.549999952316284,normal,1900.0
19,3.5899999141693115,3.5799999237060547,normal,2000.0
20,3.440000057220459,3.5299999713897705,normal,2100.0
21,3.5,3.5199999809265137,normal,2200.0
22,3.240000009536743,3.5299999713897705,normal,2300.0
23,3.390000104904175,3.509999990463257,normal,2400.0
24,3.4700000286102295,3.509999990463257,normal,2500.0
0,4.75,9.289999961853027,normal,100.0
1,5.21999979019165,8.399999618530273,normal,200.0
2,4.989999771118164,5.989999771118164,normal,300.0
3,4.809999942779541,5.630000114440918,normal,400.0
4,4.760000228881836,5.369999885559082,normal,500.0
5,7.059999942779541,5.210000038146973,normal,600.0
6,5.019999980926514,5.110000133514404,normal,700.0
7,4.360000133514404,4.920000076293945,normal,800.0
8,4.349999904632568,6.099999904632568,normal,900.0
9,4.079999923706055,70.05000305175781,normal,1000.0
10,3.9000000953674316,14.710000038146973,normal,1100.0
11,4.980000019073486,8.65999984741211,normal,1200.0
12,4.340000152587891,265.0899963378906,normal,1300.0
13,3.7799999713897705,9.720000267028809,normal,1400.0
14,3.819999933242798,11.539999961853027,normal,1500.0
15,4.079999923706055,19.520000457763672,normal,1600.0
16,3.819999933242798,24.40999984741211,normal,1700.0
17,3.740000009536743,8.479999542236328,normal,1800.0
18,3.819999933242798,4.46999979019165,normal,1900.0
19,4.079999923706055,4.619999885559082,normal,2000.0
20,4.329999923706055,4.570000171661377,normal,2100.0
21,4.730000019073486,4.260000228881836,normal,2200.0
22,3.640000104904175,4.239999771118164,normal,2300.0
23,4.110000133514404,4.230000019073486,normal,2400.0
24,3.6500000953674316,4.239999771118164,normal,2500.0
0,17.739999771118164,6.849999904632568,normal,100.0
1,4.340000152587891,6.210000038146973,normal,200.0
2,4.039999961853027,5.869999885559082,normal,300.0
3,18.299999237060547,5.570000171661377,normal,400.0
4,5.590000152587891,5.300000190734863,normal,500.0
5,4.880000114440918,5.079999923706055,normal,600.0
6,4.440000057220459,4.889999866485596,normal,700.0
7,3.569999933242798,4.639999866485596,normal,800.0
8,3.809999942779541,4.460000038146973,normal,900.0
9,4.389999866485596,4.349999904632568,normal,1000.0
10,4.110000133514404,4.260000228881836,normal,1100.0
11,4.519999980926514,4.210000038146973,normal,1200.0
12,4.28000020980835,4.159999847412109,normal,1300.0
13,3.7300000190734863,4.110000133514404,normal,1400.0
14,3.680000066757202,4.079999923706055,normal,1500.0
15,3.75,4.059999942779541,normal,1600.0
16,3.6600000858306885,4.039999961853027,normal,1700.0
17,3.5199999809265137,4.010000228881836,normal,1800.0
18,4.369999885559082,3.990000009536743,normal,1900.0
19,3.799999952316284,3.9600000381469727,normal,2000.0
20,3.680000066757202,3.940000057220459,normal,2100.0
21,3.740000009536743,3.930000066757202,normal,2200.0
22,3.6700000762939453,3.9000000953674316,normal,2300.0
23,3.869999885559082,3.890000104904175,normal,2400.0
24,3.559999942779541,3.869999885559082,normal,2500.0
0,4.659999847412109,5.099999904632568,normal,100.0
1,4.75,4.829999923706055,normal,200.0
2,4.460000038146973,4.690000057220459,normal,300.0
3,4.409999847412109,4.559999942779541,normal,400.0
4,4.46999979019165,4.53000020980835,normal,500.0
5,3.940000057220459,4.690000057220459,normal,600.0
6,4.28000020980835,4.46999979019165,normal,700.0
7,4.059999942779541,4.170000076293945,normal,800.0
8,3.8499999046325684,4.090000152587891,normal,900.0
9,5.090000152587891,4.119999885559082,normal,1000.0
10,4.190000057220459,4.070000171661377,normal,1100.0
11,4.070000171661377,3.990000009536743,normal,1200.0
12,3.630000114440918,3.940000057220459,normal,1300.0
13,4.400000095367432,3.930000066757202,normal,1400.0
14,3.5,3.880000114440918,normal,1500.0
15,3.5899999141693115,3.740000009536743,normal,1600.0
16,3.869999885559082,3.799999952316284,normal,1700.0
17,3.630000114440918,3.680000066757202,normal,1800.0
18,3.6500000953674316,3.8299999237060547,normal,1900.0
19,3.369999885559082,3.7300000190734863,normal,2000.0
20,4.650000095367432,3.7799999713897705,normal,2100.0
21,4.760000228881836,3.6600000858306885,normal,2200.0
22,3.5799999237060547,3.799999952316284,normal,2300.0
23,3.4700000286102295,3.859999895095825,normal,2400.0
24,3.5199999809265137,3.640000104904175,normal,2500.0
0,4.659999847412109,4.429999828338623,normal,100.0
1,3.7300000190734863,4.25,normal,200.0
2,4.170000076293945,4.150000095367432,normal,300.0
3,3.759999990463257,4.090000152587891,normal,400.0
4,3.7799999713897705,4.019999980926514,normal,500.0
5,3.819999933242798,3.9700000286102295,normal,600.0
6,3.4100000858306885,3.9600000381469727,normal,700.0
7,3.7300000190734863,3.950000047683716,normal,800.0
8,3.3499999046325684,3.890000104904175,normal,900.0
9,4.309999942779541,3.869999885559082,normal,1000.0
10,3.5799999237060547,3.859999895095825,normal,1100.0
11,3.9600000381469727,3.740000009536743,normal,1200.0
12,3.4800000190734863,3.700000047683716,normal,1300.0
13,3.809999942779541,3.809999942779541,normal,1400.0
14,3.7300000190734863,3.7699999809265137,normal,1500.0
15,3.5999999046325684,3.7200000286102295,normal,1600.0
16,3.640000104904175,3.7100000381469727,normal,1700.0
17,3.369999885559082,3.690000057220459,normal,1800.0
18,3.7899999618530273,3.5899999141693115,normal,1900.0
19,3.490000009536743,3.559999942779541,normal,2000.0
20,3.1600000858306885,3.5399999618530273,normal,2100.0
21,4.110000133514404,3.5199999809265137,normal,2200.0
22,3.2699999809265137,3.549999952316284,normal,2300.0
23,3.6700000762939453,3.569999933242798,normal,2400.0
24,3.200000047683716,3.5899999141693115,normal,2500.0
0,5.880000114440918,217.38999938964844,normal,100.0
1,5.460000038146973,115.5,normal,200.0
2,5.019999980926514,73.83000183105469,normal,300.0
3,4.679999828338623,56.540000915527344,normal,400.0
4,4.610000133514404,45.130001068115234,normal,500.0
5,4.730000019073486,45.06999969482422,normal,600.0
6,5.369999885559082,39.810001373291016,normal,700.0
7,4.78000020980835,22.690000534057617,normal,800.0
8,243.80999755859375,16.8799991607666,normal,900.0
9,5.489999771118164,11.399999618530273,normal,1000.0
10,3.690000057220459,8.539999961853027,normal,1100.0
11,3.7899999618530273,7.559999942779541,normal,1200.0
12,4.130000114440918,7.489999771118164,normal,1300.0
13,5.769999980926514,5.320000171661377,normal,1400.0
14,3.7899999618530273,5.230000019073486,normal,1500.0
15,3.6600000858306885,5.260000228881836,normal,1600.0
16,3.7200000286102295,4.96999979019165,normal,1700.0
17,3.869999885559082,4.670000076293945,normal,1800.0
18,3.799999952316284,4.679999828338623,normal,1900.0
19,3.3399999141693115,4.369999885559082,normal,2000.0
20,3.609999895095825,4.289999961853027,normal,2100.0
21,3.7200000286102295,4.349999904632568,normal,2200.0
22,4.010000228881836,9000.0498046875,normal,2300.0
23,5.329999923706055,4.570000171661377,normal,2400.0
24,3.680000066757202,4.420000076293945,normal,2500.0
0,,,normal,
0,4.489999771118164,4.940000057220459,normal,100.0
1,4.289999961853027,4.760000228881836,normal,200.0
2,4.989999771118164,4.599999904632568,normal,300.0
3,4.269999980926514,4.510000228881836,normal,400.0
4,3.869999885559082,4.460000038146973,normal,500.0
5,4.480000019073486,4.389999866485596,normal,600.0
6,4.289999961853027,4.349999904632568,normal,700.0
7,3.950000047683716,4.329999923706055,normal,800.0
8,4.360000133514404,4.28000020980835,normal,900.0
9,4.449999809265137,4.21999979019165,normal,1000.0
10,17.459999084472656,4.179999828338623,normal,1100.0
11,11.789999961853027,4.139999866485596,normal,1200.0
12,3.5,4.110000133514404,normal,1300.0
13,4.099999904632568,4.110000133514404,normal,1400.0
14,3.859999895095825,4.070000171661377,normal,1500.0
15,11.359999656677246,4.050000190734863,normal,1600.0
16,4.349999904632568,4.03000020980835,normal,1700.0
17,4.579999923706055,4.039999961853027,normal,1800.0
18,4.0,4.03000020980835,normal,1900.0
19,3.690000057220459,4.010000228881836,normal,2000.0
20,3.549999952316284,4.010000228881836,normal,2100.0
21,3.700000047683716,3.990000009536743,normal,2200.0
22,4.630000114440918,4.010000228881836,normal,2300.0
23,3.7300000190734863,3.990000009536743,normal,2400.0
24,3.259999990463257,3.9800000190734863,normal,2500.0
0,5.829999923706055,6.070000171661377,normal,100.0
1,5.829999923706055,6.159999847412109,normal,200.0
2,4.010000228881836,6.0,normal,300.0
3,3.9000000953674316,5.860000133514404,normal,400.0
4,4.130000114440918,5.480000019073486,normal,500.0
5,4.190000057220459,5.5,normal,600.0
6,3.7799999713897705,4.96999979019165,normal,700.0
7,3.690000057220459,4.579999923706055,normal,800.0
8,3.8399999141693115,4.550000190734863,normal,900.0
9,3.9700000286102295,4.539999961853027,normal,1000.0
10,6.119999885559082,4.46999979019165,normal,1100.0
11,3.9000000953674316,4.429999828338623,normal,1200.0
12,3.740000009536743,4.389999866485596,normal,1300.0
13,3.5299999713897705,4.309999942779541,normal,1400.0
14,3.759999990463257,4.349999904632568,normal,1500.0
15,3.640000104904175,4.099999904632568,normal,1600.0
16,3.7100000381469727,4.150000095367432,normal,1700.0
17,3.9700000286102295,4.039999961853027,normal,1800.0
18,3.5799999237060547,4.230000019073486,normal,1900.0
19,3.5,4.079999923706055,normal,2000.0
20,3.25,3.940000057220459,normal,2100.0
21,3.2699999809265137,3.880000114440918,normal,2200.0
22,3.509999990463257,3.75,normal,2300.0
23,3.390000104904175,3.8299999237060547,normal,2400.0
24,3.3499999046325684,3.7300000190734863,normal,2500.0
0,12.260000228881836,1186.280029296875,normal,100.0
1,18.6299991607666,630.0999755859375,normal,200.0
2,5.429999828338623,223.1300048828125,normal,300.0
3,4.199999809265137,199.1699981689453,normal,400.0
4,4.440000057220459,78.54000091552734,normal,500.0
5,25.200000762939453,66.77999877929688,normal,600.0
6,3.759999990463257,51.779998779296875,normal,700.0
7,3.559999942779541,36.880001068115234,normal,800.0
8,8.59000015258789,23.3700008392334,normal,900.0
9,3.4800000190734863,21.989999771118164,normal,1000.0
10,3.3399999141693115,20.239999771118164,normal,1100.0
11,3.559999942779541,17.940000534057617,normal,1200.0
12,3.950000047683716,17.170000076293945,normal,1300.0
13,3.75,14.369999885559082,normal,1400.0
14,4.289999961853027,11.789999961853027,normal,1500.0
15,3.5199999809265137,9.9399995803833,normal,1600.0
16,2471.2099609375,9.029999732971191,normal,1700.0
17,3.5199999809265137,8.640000343322754,normal,1800.0
18,3.880000114440918,8.130000114440918,normal,1900.0
19,3.4200000762939453,8.100000381469727,normal,2000.0
20,3.5,7.75,normal,2100.0
21,25.360000610351562,6.610000133514404,normal,2200.0
22,3.7699999809265137,6.170000076293945,normal,2300.0
23,4.210000038146973,6.099999904632568,normal,2400.0
24,3.6600000858306885,5.900000095367432,normal,2500.0
0,4.96999979019165,17.65999984741211,normal,100.0
1,4.5,7.050000190734863,normal,200.0
2,4.269999980926514,5.539999961853027,normal,300.0
3,4.53000020980835,5.179999828338623,normal,400.0
4,4.300000190734863,4.929999828338623,normal,500.0
5,4.849999904632568,4.800000190734863,normal,600.0
6,4.289999961853027,4.690000057220459,normal,700.0
7,4.150000095367432,4.570000171661377,normal,800.0
8,5.570000171661377,4.599999904632568,normal,900.0
9,4.71999979019165,4.429999828338623,normal,1000.0
10,3.75,4.329999923706055,normal,1100.0
11,4.28000020980835,4.210000038146973,normal,1200.0
12,4.289999961853027,4.139999866485596,normal,1300.0
13,3.6600000858306885,4.059999942779541,normal,1400.0
14,4.019999980926514,3.9800000190734863,normal,1500.0
15,3.9000000953674316,3.930000066757202,normal,1600.0
16,3.5899999141693115,3.890000104904175,normal,1700.0
17,4.929999828338623,3.8499999046325684,normal,1800.0
